nd,number,date,organ,year,basin,species,area,quota_type,legal_name,inn,share_pct,volume_tons,contract_no,contract_date_start,contract_date_end
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ПОБЕДА КАСПИЯ-Т»,0547005411,,0.11,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ПРИБОЙ»,0517011496,,0.122,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ПРОГРЕСС»,0531006145,,0.082,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО РДК «ДЕЛЬТА-ПЛЮС»,3019015408,,3.492,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «Р/К ТРУЖЕНИК МОРЯ»,0531005141,,0.269,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «РОДИНА»,3000010251,,0.178,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «РОДИНА»,3000010251,,0.032,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «РПК КАСПИЙ»,0505010770,,0.057,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «РПЦ «КИРОВСКИЙ»,3023010709,,4.127,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «РПЦ «КИРОВСКИЙ»,3023010709,,0.905,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО СПК «КИРОВСКИЙ РЫБОЗАВОД»,3023001180,,9.873,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «СТАРАЯ ВОЛГА»,3025027391,,0.168,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО СХП «ПОНИЗОВЬЕ МДЦ»,3007000990,,2.125,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ТАЛОВКА»,0531005261,,0.133,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ТРАВИНСКАЯ-1»,3019023286,,0.496,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ФРЕД»,3005005110,,1.009,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ФРЕД»,3005005110,,0.074,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ХОЛОДИЛЬНИК ВОЛОДАРСКИЙ»,3019007767,,1.651,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ЧЕРНОБЫЛЬ»,0517000230,,0.018,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ШТОРМ»,3019026872,,0.394,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ООО «ЮГ-2020»,3019030942,,3.259,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,«ПРИБОЙ» РСХА,0531004740,,0.18,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ПСК «РА «СТРЕЖЕНЬ»,3002005049,,2.885,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,Р.А. «ДЕЛЬТА»,3006006477,,0.343,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,Р.А. «ДЕЛЬТА»,3006006477,,1.146,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,Р.А. «ДЕЛЬТА»,3006006477,,0.937,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,РА «РАДУГА»,3002004542,,1.512,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,РА «ЧЕЛЮСКИНЕЦ»,3002004824,,2.564,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,Р.К. «АСТРАХАНЕЦ»,3002005000,,4.113,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,Р/К ИМЕНИ ХХ ПАРТСЪЕЗДА,3002000523,,2.818,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,РПКК «ВОЛНА РЕВОЛЮЦИИ»,0517001843,,0.172,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,РПКК «ЗАВЕТЫ ИЛЬИЧА»,0517004178,,0.411,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,РЫБОЛОВЕЦКИЙ КОЛХОЗ ИМЕНИ В.И.ЛЕНИНА,3004000374,,2.044,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,РЫБОЛОВЕЦКИЙ КОЛХОЗ «ЛОТОС»,3005000377,,1.142,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,РЫБОЛОВЕЦКИЙ КОЛХОЗ «ПОБЕДА»,3002004920,,1.563,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,«СОЮЗ - ЧЕРНОБЫЛЬ» ООО,0531005293,,0.034,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,СПК «РОДИНА»,3005006435,,1.714,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,СПРК «БЕШТУГ»,3002005320,,0.141,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Щука,,Промышленная,ФСПМСБ,0803002894,,2.56,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ИП Абдулбеков Магомедсалам Ибрагимович,052100473648,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ИП Абдулбеков Магомедсалам Ибрагимович,052100473648,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ИП Богатов Михаил Александрович,080300003099,,3.173,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ИП Будаев Шамиль Тагирович,051600899908,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,НП ООО «КАСПИЙ»,3019009490,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,НП ООО «КАСПИЙ»,3019009490,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,НП ООО «КАСПИЙ»,3019009490,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «БРИЗ»,3019027756,,5.339,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ДАГФЛОТ»,0571016750,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ДЖЕТЕЛ КОРПОРАЦИЯ»,3015075646,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ДЖЕТЕЛ КОРПОРАЦИЯ»,3015075646,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ДЖЕТЕЛ КОРПОРАЦИЯ»,3015075646,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ДЖЕТЕЛ КОРПОРАЦИЯ»,3015075646,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ДЖЕТЕЛ КОРПОРАЦИЯ»,3015075646,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «КАЛМРЫБХОЗ»,0803003464,,3.173,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «КАЛМРЫБХОЗ»,0803003464,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «КАЛМРЫБХОЗ»,0803003464,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «КАЛМРЫБХОЗ»,0803003464,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «МИВ»,3004005238,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «МИВ»,3004005238,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «НЕПТУН-2000»,0561044998,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО ПКФ «БЕРКУТ»,3004005679,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО ПКФ «БЕРКУТ»,3004005679,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО ПКФ «БЕРКУТ»,3004005679,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО ПКФ «БЕРКУТ»,3004005679,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО ПКФ «КАСПРЫБФЛОТ-3»,3005006918,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «СТИМУЛ»,3025030098,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «СТИМУЛ»,3025030098,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «СТИМУЛ»,3025030098,,2.742,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ШТОРМ»,3019026872,,6.345,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ШТОРМ»,3019026872,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ШТОРМ»,3019026872,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ООО «ШТОРМ»,3019026872,,2.732,,,
,,,calculations.fish.gov.ru,2026,Волжско-Каспийский рыбохозяйственный бассейн,Раки,,Промышленная,ПСК «РА «СТРЕЖЕНЬ»,3002005049,,2.732,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «ВИКТОРИЯ»,2505015228,,0.257,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «МОРСКОЙ БРИЗ»,2505008333,,36.024,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «ОПЛОТ МИРА»,6505004791,,9.39,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «ОПЛОТ ПЛЮС»,6500010784,,17.894,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «ПРОМФЛОТ»,6501259414,,34.949,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «ВИКТОРИЯ»,2505015228,,0.257,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «МОРСКОЙ БРИЗ»,2505008333,,36.024,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «ОПЛОТ МИРА»,6505004791,,9.39,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «ОПЛОТ ПЛЮС»,6500010784,,17.894,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка гребенчатая На Сайт,,Промышленная,ООО «ПРОМФЛОТ»,6501259414,,34.949,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «АКВАМАРИН»,6501255032,,9.256,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «АКВАРИУС»,2720046210,,0.363,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «АКВАРИУС»,2720046210,,0.344,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «ДАЛЬКРЕВЕТКА»,6501243982,,36.978,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «ДАЛЬКРЕВЕТКА»,6501243982,,7.544,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «МАГАДАНРЫБА»,4909056047,,7.193,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «МОРСКОЙ БРИЗ»,2505008333,,6.448,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «НОВОФИШ»,2721212301,,0.209,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «ОПЛОТ МИРА»,6505004791,,10.605,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «ПРОМФЛОТ»,6501259414,,21.02,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «АКВАМАРИН»,6501255032,,9.256,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «АКВАРИУС»,2720046210,,0.363,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «АКВАРИУС»,2720046210,,0.344,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «ДАЛЬКРЕВЕТКА»,6501243982,,36.978,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «ДАЛЬКРЕВЕТКА»,6501243982,,7.544,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «МАГАДАНРЫБА»,4909056047,,7.193,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «МОРСКОЙ БРИЗ»,2505008333,,6.448,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «НОВОФИШ»,2721212301,,0.209,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «ОПЛОТ МИРА»,6505004791,,10.605,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Креветка северная На Сайт,,Промышленная,ООО «ПРОМФЛОТ»,6501259414,,21.02,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,АО «АКРОС»,4101013772,,31.068,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,АО «ОКЕАНРЫБФЛОТ»,4100000530,,28.112,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,АО «ОКЕАНРЫБФЛОТ»,4100000530,,1.285,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,ООО «ПРОЦИОН»,4100056163,,0.038,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,ООО РК «ЛУНТОС»,4100006765,,0.426,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,ООО «РОЛИЗ»,2536247860,,2.049,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,ООО «РОСКАМРЫБА»,4100021636,,1.81,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,ООО «ПРОЦИОН»,4100056163,,13.116,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,ПАО «НБАМР»,2508007948,,6.521,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,РК ИМ. В.И. ЛЕНИНА,4101016808,,8.84,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кальмар командорский На сайт,,Промышленная,РК ИМ. В.И. ЛЕНИНА,4101016808,,6.735,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ИП Мишин Николай Владимирович,391300128778,,3.999,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ИП Постольников Юрий Николаевич,390400738905,,0.581,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ИП Шубин Андрей Владимирович,390601161400,,2.859,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «АТЛАНТА»,4712024425,,0.308,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «БАЛТИКФИШ»,3903001988,,2.345,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «БАЛТИКФИШ»,3903001988,,0.14,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «БАЛТФИШ»,3901000107,,0.768,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «БАЛТФИШПРОДУКТ»,3905032364,,7.811,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ГОЯ»,3904022028,,5.052,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ДОБРОВОЛЕЦ»,3922009319,,5.139,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ДОБРОВОЛЕЦ»,3922009319,,0.106,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ДОБРОВОЛЕЦ»,3922009319,,0.74,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ДОБРОВОЛЕЦ»,3922009319,,0.371,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ЗА РОДИНУ-БАЛТИКА»,3913014094,,0.131,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ЗА РОДИНУ-БАЛТИКА»,3913014094,,0.578,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ЗБК»,3906076484,,2.021,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ЗБК»,3906076484,,0.233,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ИСИДА-ПЛЮС»,3913002684,,0.678,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «МАРФИШ»,3905002183,,0.101,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «МАРФИШ»,3905002183,,0.302,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «МАРФИШ»,3905002183,,0.343,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «МАРФИШ»,3905002183,,0.682,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «МОРСКАЯ ФИРМА «СТАЛАКТИТ»,3912006301,,24.881,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ПЕЛАМИС»,3906139409,,0.398,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ПЕТРОТРАЛ»,4704030922,,0.121,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «РУМБ»,3906907202,,1.165,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ФИОРД ТРЕЙД»,3906031645,,10.122,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ООО «ФИОРД ТРЕЙД»,3906031645,,0.959,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,ПРК «ЗОДИАК»,4703011719,,3.028,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,РЫБОЛОВЕЦКИЙ КОЛХОЗ «ТРУЖЕНИК МОРЯ»,3918002582,,8.376,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,СПК «МРК»,7802238339,,3.285,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Камбала речная,,Промышленная,СПК «ПЕТРОТРАЛ 2»,4704096497,,12.374,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ИП Игнатьев Андрей Борисович,391500121459,,1.37,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ИП Максимов Павел Александрович,391300022838,,2.74,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ИП Редман Лидия Федоровна,391700171104,,0.98,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ИП Храпченко Роман Михайлович,391300036573,,4.83,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,КАЛИНИНГРАДСКИЙ ОБЛПОТРЕБСОЮЗ,3900000055,,1.81,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «АРТЕМИДА»,3913501041,,3.64,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «БАРК»,3904055376,,1.96,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «БИС»,3915446558,,0.72,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «ДОБРОВОЛЕЦ»,3922009319,,2.51,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «ДОБРОВОЛЕЦ»,3922009319,,0.62,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «ДОБРОВОЛЕЦ»,3922009319,,3.9,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «ЗАЛКИН И К»,3915446075,,2.34,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «ЗДРАВИЕ»,3905027580,,5.43,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «ЛЕГИОН»,3915446692,,1.6,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «ПТ-Б»,3915000065,,2.12,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «ПУТИНА»,3913004459,,11.25,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «РОБОС-СЕРВИС»,3908020215,,1.5,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «РЫБКА»,3915008811,,1.27,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «РЫБОПРОМЫСЛОВАЯ КОМПАНИЯ»,3906048487,,11.19,,,
,,,calculations.fish.gov.ru,2026,Западный рыбохозяйственный бассейн,Плотва,,Промышленная,ООО «СИМА - ПЛЮС»,3905041496,,1.07,,,
